,Age,Candidate,Criminal_Case,District,Education,Party,State,Winner,Year,Liabilities_num,Assets_num
224,48,Akik Hossain Chowdhury,0,RAIGANJ,Graduate,Kamatapur Peoples Party (United),WEST BENGAL,No,2019,0,1065000
225,72,Binoy Kumar Das,0,RAIGANJ,Graduate,IND,WEST BENGAL,No,2019,0,188788000
226,63,Churka Murmu,0,RAIGANJ,12th Pass,BSP,WEST BENGAL,No,2019,0,17307942
227,58,Deepa Dasmunsi,4,RAIGANJ,Post Graduate,INC,WEST BENGAL,No,2019,0,15615375
228,44,Kumaresh Sarkar,0,RAIGANJ,10th Pass,IND,WEST BENGAL,No,2019,0,418000
229,66,Barjuram Singh Sardar,0,PURULIA,Post Graduate,IND,WEST BENGAL,No,2019,50000,213287
230,73,Bir Singh Mahato,1,PURULIA,Post Graduate,AIFB,WEST BENGAL,No,2019,0,17909890
231,35,Khader Valli Shaik,0,RAJAMPET,10th Pass,IUML,ANDHRA PRADESH,No,2019,444000,25648000
232,48,M.Shajahan Basha,2,RAJAMPET,10th Pass,INC,ANDHRA PRADESH,No,2019,5600000,27400500
233,42,Mukram Syed,0,RAJAMPET,10th Pass,Janasena Party,ANDHRA PRADESH,No,2019,1200000,600000
234,26,"Abu Hena, S/O - Sazzad Ali",0,MURSHIDABAD,12th Pass,IND,WEST BENGAL,No,2019,0,725512
235,64,Badaruddoza Khan,0,MURSHIDABAD,Graduate,CPI(M),WEST BENGAL,No,2019,42492,4893387
236,39,Dhananjoy Sarkar,0,MURSHIDABAD,Graduate,Bahujan Mukti Party,WEST BENGAL,No,2019,0,615796
237,56,Humayun Kabir,10,MURSHIDABAD,12th Pass,BJP,WEST BENGAL,No,2019,4900000,36308374
238,30,Lakshman Murmu,0,RAIGANJ,12th Pass,Ambedkarite Party of India,WEST BENGAL,No,2019,0,377482
239,34,Md. Sahajan Badsha,0,RAIGANJ,Others,IND,WEST BENGAL,No,2019,0,57678
240,61,Md. Salim,1,RAIGANJ,Post Graduate,CPI(M),WEST BENGAL,No,2019,619755,9690051
241,46,Dipendu Mahato,1,PURULIA,8th Pass,JMM,WEST BENGAL,No,2019,400000,2880000
242,56,Dr. Mriganka Mahato,0,PURULIA,Graduate Professional,AITC,WEST BENGAL,No,2019,1716993,17024599
243,25,Naresh Kumar Poojala,0,RAJAMPET,Others,IND,ANDHRA PRADESH,No,2019,0,73786
244,42,Pasupuleti Venkataramana,0,RAJAMPET,Post Graduate,IND,ANDHRA PRADESH,No,2019,0,595000
245,36,Humayun Kabir Sekh,0,MURSHIDABAD,8th Pass,IND,WEST BENGAL,No,2019,0,777750
246,60,Kamarujjaman Khandekar,0,MURSHIDABAD,12th Pass,SUCI(C),WEST BENGAL,No,2019,0,110253
247,61,Md Habibur Rahaman,0,MURSHIDABAD,Post Graduate,Jamat-E-Seratul Mustakim,WEST BENGAL,No,2019,0,5598091
248,30,Raju Paul,2,RAIGANJ,10th Pass,IND,WEST BENGAL,No,2019,0,980000
249,43,Santhapan Hasdak,0,RAIGANJ,Post Graduate,JMM,WEST BENGAL,No,2019,0,556386
250,40,Sujan Krishna Paul,1,RAIGANJ,Graduate,SUCI(C),WEST BENGAL,No,2019,194320,629956
251,66,Jawaharlal Mahato,1,PURULIA,12th Pass,Mulnibasi Party of India,WEST BENGAL,No,2019,177000,440000
252,64,Laxmikanta Mahata,0,PURULIA,Post Graduate,Amra Bangalee,WEST BENGAL,No,2019,0,5601000
253,57,Mrityunjoy Mahato,0,PURULIA,Graduate,IND,WEST BENGAL,No,2019,0,1015951
254,58,Nepal Mahata,8,PURULIA,Post Graduate,INC,WEST BENGAL,No,2019,609500,5330178
255,59,Md. Jalaluddin Mondal,0,MURSHIDABAD,Post Graduate,IND,WEST BENGAL,No,2019,0,8070000
256,36,Mijanul Haque,0,MURSHIDABAD,12th Pass,BSP,WEST BENGAL,No,2019,2150000,3249000
257,41,Rajib Mahato,0,PURULIA,10th Pass,SHS,WEST BENGAL,No,2019,0,0
258,48,Rangalal Kumar,1,PURULIA,10th Pass,SUCI(C),WEST BENGAL,No,2019,0,500
259,30,Sekh Fatik,0,PURULIA,8th Pass,Bharatiya Nyay-Adhikar Raksha Party,WEST BENGAL,No,2019,58200,245103
260,77,Uma Charan Mahato,0,PURULIA,Literate,IND,WEST BENGAL,No,2019,0,1251564
261,48,Uttam Tantubay,0,PURULIA,8th Pass,Bharateeya Manavadhikar party,WEST BENGAL,No,2019,0,617817
262,37,Gautam Gambhir,1,EAST DELHI,12th Pass,BJP,NATIONAL CAPITAL TERRITORY OF DELHI,Yes,2019,342035860,1471587789
263,42,Ajay Chaudhary,0,EAST DELHI,12th Pass,Aapki Apni Party (Peoples),NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,180000,559000
264,34,Amanullah Ahmed,0,EAST DELHI,10th Pass,Bhartiya Insan Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,7944500
265,38,Anupam Tripathi,0,EAST DELHI,Graduate Professional,Bhartiya Kisan Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,700000,3071500
266,50,Arvinder Singh Lovely,0,EAST DELHI,Graduate,INC,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,50452066
267,44,Ashok Surana,0,EAST DELHI,Graduate,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,2250000,112354277
268,37,Atishi,1,EAST DELHI,Post Graduate,AAP,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,12012824
269,53,D. Durga Prasad,0,EAST DELHI,Graduate Professional,Challengers Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,47138000
270,60,Pocha Brahmananda Reddy,1,NANDYAL,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,177035582,585932911
271,67,Adinarayana Inty,1,NANDYAL,Post Graduate,BJP,ANDHRA PRADESH,No,2019,4479155,33885898
272,54,B.C. Ramanatha Reddy,1,NANDYAL,Graduate,IND,ANDHRA PRADESH,No,2019,2329020,26418457
273,54,Dilip Kumar Ghosh,14,MEDINIPUR,10th Pass,BJP,WEST BENGAL,Yes,2019,0,4536462
274,65,Ashoke Sarkar,0,MEDINIPUR,Graduate,SHS,WEST BENGAL,No,2019,0,9230000
275,38,Deepti Nadella,0,EAST DELHI,Post Graduate,Pyramid Party of India,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,9062141
276,57,Hafiz Burhanuddin,0,EAST DELHI,Post Graduate,The National Road Map Party of India,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,6645000
277,38,Harbalwinder Singh,0,EAST DELHI,Post Graduate,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,143303628
278,38,Hitesh Kumar,0,EAST DELHI,Post Graduate,Jai Prakash Janata Dal,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,3000000,53725000
279,56,Krishan Singh Chauhan,0,EAST DELHI,Doctorate,Peoples Party of India (Democratic),NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,750832,26415314
280,35,Bhuma Kishor Reddy,0,NANDYAL,10th Pass,IND,ANDHRA PRADESH,No,2019,2275000,19574000
281,54,C. Surendra Nath Reddy,0,NANDYAL,12th Pass,IND,ANDHRA PRADESH,No,2019,0,925000
282,50,Biplab Bhatta,3,MEDINIPUR,8th Pass,CPI,WEST BENGAL,No,2019,775323,5306513
283,67,Manas Ranjan Bhunia,0,MEDINIPUR,Graduate Professional,AITC,WEST BENGAL,No,2019,2600000,67663831
284,75,Rabindranath Bera,0,MEDINIPUR,Graduate,Amra Bangalee,WEST BENGAL,No,2019,0,6189224
285,72,Ramkrishna Sarkar,1,MEDINIPUR,Graduate,BSP,WEST BENGAL,No,2019,800000,18590000
286,31,Manjeet Singh,0,EAST DELHI,Graduate Professional,Rashtra Nirman Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,230501,6240443
287,64,Manju Chhibber,0,EAST DELHI,Graduate,RPI(A),NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,31868000
288,42,Manoj Kumar Gupta,0,EAST DELHI,Post Graduate,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,35324
289,72,Mohan Lal Sharma,0,EAST DELHI,Post Graduate,Satya Bahumat Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,20428012
290,29,D. Mahammad Rafi,0,NANDYAL,10th Pass,B. C. United Front,ANDHRA PRADESH,No,2019,190000,50000
291,48,D. P. Jamal Basha,0,NANDYAL,10th Pass,Anna YSR Congress Party,ANDHRA PRADESH,No,2019,70000,450000
292,34,Dr. Lakshmi Kantha Reddy Chitla,0,NANDYAL,Doctorate,IND,ANDHRA PRADESH,No,2019,90000,170000
293,64,Sambhunath Chattapadhyay,2,MEDINIPUR,Graduate,INC,WEST BENGAL,No,2019,0,3548014
294,45,Tapas Kumar Kar,0,MEDINIPUR,Illiterate,IND,WEST BENGAL,No,2019,360000,36658000
295,60,Tushar Jana,0,MEDINIPUR,12th Pass,SUCI(C),WEST BENGAL,No,2019,0,508306
296,48,Mukesh Jadly,0,EAST DELHI,Post Graduate,Uttarakhand Pragatisheel Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,950000,12504856
297,40,Neeru Mongia,0,EAST DELHI,Graduate Professional,PRISM Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,1980000,21370288
298,39,Rahimuddin Shah,0,EAST DELHI,10th Pass,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,938785
299,39,Elluri Bhupal,0,NANDYAL,Graduate,IND,ANDHRA PRADESH,No,2019,20000,20000
300,70,I.V. Pakkir Reddy,2,NANDYAL,Graduate,IND,ANDHRA PRADESH,No,2019,390264,10948558
301,38,Jestadi Sudhakar,1,NANDYAL,10th Pass,IND,ANDHRA PRADESH,No,2019,0,462788
302,40,Raj Kumar Dhingiya,0,EAST DELHI,Post Graduate,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,708293
303,53,Ravi Kumar,0,EAST DELHI,Graduate,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,334500,39705621
304,48,Sanjay Kumar,0,EAST DELHI,12th Pass,BSP,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,845000,4693400
305,48,Satish Kumar Prajapati,0,EAST DELHI,8th Pass,Mazdoor Kirayedar Vikas Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,4114657
306,40,K.P. Kambagiriswamy,1,NANDYAL,10th Pass,IND,ANDHRA PRADESH,No,2019,600000,1400000
307,33,Lakshmi Narasaiah Jangiti,0,NANDYAL,Post Graduate,INC,ANDHRA PRADESH,No,2019,877441,3305200
308,45,Shiv Kumar,0,EAST DELHI,5th Pass,IND,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,1198000
309,43,Surender Gupta,0,EAST DELHI,5th Pass,National Apni Party,NATIONAL CAPITAL TERRITORY OF DELHI,No,2019,0,590000
310,57,Mandra Sivananda Reddy,0,NANDYAL,Graduate Professional,TDP,ANDHRA PRADESH,No,2019,68693655,348903562
311,30,Poluru Guruvaiah,0,NANDYAL,Illiterate,IND,ANDHRA PRADESH,No,2019,0,50000
312,40,Pula. Nagamaddilety,0,NANDYAL,10th Pass,Ambedkar National Congress,ANDHRA PRADESH,No,2019,0,50000
313,38,Ruddireddy Radhakrishna,0,NANDYAL,Others,AIFB,ANDHRA PRADESH,No,2019,280000,500000
314,42,S. A. Indumathi,0,NANDYAL,Graduate Professional,IND,ANDHRA PRADESH,No,2019,3498000,1960002
315,69,S.P.Y. Reddy,1,NANDYAL,Graduate,Janasena Party,ANDHRA PRADESH,No,2019,9594811,333760526
316,40,Vangala Parameswara Reddy.,3,NANDYAL,10th Pass,IND,ANDHRA PRADESH,No,2019,2500000,2300000
317,72,Abu Hasem Khan Chowdhury,0,MALDAHA DAKSHIN,Doctorate,INC,WEST BENGAL,Yes,2019,728107,270959520
318,45,Angshudhar Mandal,0,MALDAHA DAKSHIN,Graduate,SUCI(C),WEST BENGAL,No,2019,0,2027000
319,52,Fulchand Mandal,0,MALDAHA DAKSHIN,10th Pass,BSP,WEST BENGAL,No,2019,0,2051904
320,40,Hasim Akhtar,1,MALDAHA DAKSHIN,Post Graduate,IND,WEST BENGAL,No,2019,0,2743074
321,54,Manjur Alahi Munshi,0,MALDAHA DAKSHIN,12th Pass,IND,WEST BENGAL,No,2019,0,9552500
322,63,Md Moazzem Hossain,0,MALDAHA DAKSHIN,Graduate Professional,AITC,WEST BENGAL,No,2019,0,13573609
323,35,Nasmul Hoque,0,MALDAHA DAKSHIN,10th Pass,Party for Democratic Socialism,WEST BENGAL,No,2019,0,52000
324,43,Pappu Ahamed,1,MALDAHA DAKSHIN,8th Pass,Aihra National Party,WEST BENGAL,No,2019,0,161100
325,47,Ratan Mandal,0,MALDAHA DAKSHIN,10th Pass,IND,WEST BENGAL,No,2019,9000,512227
326,70,Bandyopadhyay Sudip,2,KOLKATA UTTAR,Graduate Professional,AITC,WEST BENGAL,Yes,2019,0,61176355
327,53,Anujit Kumar Nan,0,KOLKATA UTTAR,Graduate,IND,WEST BENGAL,No,2019,0,11420211
328,59,Bijnan Kumar Bera,0,KOLKATA UTTAR,Graduate Professional,SUCI(C),WEST BENGAL,No,2019,0,10548730
329,54,Sreerupa Mitra Chaudhury,1,MALDAHA DAKSHIN,Post Graduate,BJP,WEST BENGAL,No,2019,2840000,10132939
330,52,Debjit Roy Chowdhury,0,KOLKATA UTTAR,Graduate Professional,IND,WEST BENGAL,No,2019,0,60000
331,31,Joydeb Das,14,KOLKATA UTTAR,8th Pass,Bharateeya Manavadhikar party,WEST BENGAL,No,2019,3021467,9157810
332,68,Kalipada Jana,0,KOLKATA UTTAR,8th Pass,IND,WEST BENGAL,No,2019,0,2173467
333,50,Kaninika Bose (Ghosh),1,KOLKATA UTTAR,Post Graduate,CPI(M),WEST BENGAL,No,2019,1200000,7477775
334,39,Manas Majumder,0,KOLKATA UTTAR,Graduate,SHS,WEST BENGAL,No,2019,0,84000
335,56,Manmohan Garodia,3,KOLKATA UTTAR,Graduate,Rashtriya Ahinsa Manch,WEST BENGAL,No,2019,13434730,49914874
336,45,Md Imtiaz Khan,0,KOLKATA UTTAR,12th Pass,Bharat Prabhat Party,WEST BENGAL,No,2019,0,3394996
337,51,Mir Tipu Sultan Ali,0,KOLKATA UTTAR,8th Pass,Party for Democratic Socialism,WEST BENGAL,No,2019,50000,7990343
338,58,Naresh Kr Singh,0,KOLKATA UTTAR,10th Pass,Jan Sangh Party,WEST BENGAL,No,2019,0,57000
339,37,Omprakash Prajapati,0,KOLKATA UTTAR,12th Pass,BSP,WEST BENGAL,No,2019,0,185381
340,56,Panna Lal Shaw,0,KOLKATA UTTAR,8th Pass,IND,WEST BENGAL,No,2019,0,8900000
341,55,Rahul (Biswajit) Sinha,7,KOLKATA UTTAR,Graduate,BJP,WEST BENGAL,No,2019,2057496,24520871
342,52,Rathindra Nath Roy,0,KOLKATA UTTAR,10th Pass,Purvanchal Janta Party (Secular),WEST BENGAL,No,2019,0,166147
343,44,Rinku Gupta,0,KOLKATA UTTAR,Others,Pyramid Party of India,WEST BENGAL,No,2019,500000,1134000
344,49,Subhash Verma,0,KOLKATA UTTAR,5th Pass,Jan Sangharsh Virat Party,WEST BENGAL,No,2019,0,60000
345,58,Sumanta Bhowmick,0,KOLKATA UTTAR,10th Pass,IND,WEST BENGAL,No,2019,2169530,4207746
346,57,Syed Shahid Imam,0,KOLKATA UTTAR,Graduate Professional,INC,WEST BENGAL,No,2019,0,75691151
347,44,Utpal Biswas,0,KOLKATA UTTAR,Graduate,IND,WEST BENGAL,No,2019,0,358000
348,59,Khagen Murmu,4,MALDAHA UTTAR,Graduate,BJP,WEST BENGAL,Yes,2019,1070914,10232439
349,44,Al Monowara Begam,0,MALDAHA UTTAR,Illiterate,IND,WEST BENGAL,No,2019,0,61000
350,27,Arjun Keshari,1,MALDAHA UTTAR,8th Pass,SHS,WEST BENGAL,No,2019,0,2085000
351,69,Biswanath Ghosh,1,MALDAHA UTTAR,Graduate,CPI(M),WEST BENGAL,No,2019,0,10978779
352,47,Isha Khan Choudhury,0,MALDAHA UTTAR,Graduate,INC,WEST BENGAL,No,2019,354254,8613504
353,26,Joseph Kisku,0,MALDAHA UTTAR,Post Graduate,JMM,WEST BENGAL,No,2019,0,807000
354,39,Mausam Noor,2,MALDAHA UTTAR,Graduate Professional,AITC,WEST BENGAL,No,2019,386896,14786683
355,80,Choudhury Mohan Jatua,0,MATHURAPUR,Post Graduate,AITC,WEST BENGAL,Yes,2019,0,10667304
356,33,Amitav Naskar,0,MATHURAPUR,Post Graduate,New Democratic Party of India,WEST BENGAL,No,2019,0,1665000
357,40,Asit Kumar Haldar,0,MATHURAPUR,12th Pass,IND,WEST BENGAL,No,2019,925000,225368
358,56,Kunar Hembram,0,JHARGRAM,Graduate Professional,BJP,WEST BENGAL,Yes,2019,565000,10387498
359,60,Ashok Kumar Murmu,0,JHARGRAM,Graduate,BSP,WEST BENGAL,No,2019,0,10260245
360,37,Birbaha Hansda,0,JHARGRAM,Graduate,Jharkhand Party (Naren),WEST BENGAL,No,2019,0,2500
361,40,Md. Dulal Hoque,0,MALDAHA UTTAR,12th Pass,IND,WEST BENGAL,No,2019,0,78899
362,30,Mohan Hasda,0,MALDAHA UTTAR,Graduate,IND,WEST BENGAL,No,2019,0,420988
363,35,Monatan Hembram,0,MALDAHA UTTAR,Graduate,Bahujan Mukti Party,WEST BENGAL,No,2019,0,65000
364,67,"Nimai Besara	",0,MALDAHA UTTAR,Illiterate,IND,WEST BENGAL,No,2019,110000,27227
365,61,Mala Roy,3,KOLKATA DAKSHIN,Graduate,AITC,WEST BENGAL,Yes,2019,0,10308401
366,49,Badal Mondal,0,KOLKATA DAKSHIN,10th Pass,IND,WEST BENGAL,No,2019,0,106585
367,58,Chandra Kumar Bose,1,KOLKATA DAKSHIN,Post Graduate,BJP,WEST BENGAL,No,2019,831824,13591332
368,58,Khalilur Rahaman,0,JANGIPUR,Graduate,AITC,WEST BENGAL,Yes,2019,2248968,368306705
369,59,Abhijit Mukherjee,0,JANGIPUR,Graduate Professional,INC,WEST BENGAL,No,2019,30421037,143350474
370,42,Dr. Sarat Chandra Haldar,0,MATHURAPUR,Graduate Professional,CPI(M),WEST BENGAL,No,2019,0,6853079
371,63,Krittibas Sardar,0,MATHURAPUR,10th Pass,INC,WEST BENGAL,No,2019,258300,844789
372,57,Pronab Kumar Jatua,0,MATHURAPUR,10th Pass,IND,WEST BENGAL,No,2019,600000,1863644
373,49,Purna Chandra Naiya,0,MATHURAPUR,Graduate Professional,SUCI(C),WEST BENGAL,No,2019,0,8102832
374,46,Shyama Prasad Halder,0,MATHURAPUR,Post Graduate,BJP,WEST BENGAL,No,2019,400000,3592432
375,48,Birbaha Saren,1,JHARGRAM,Post Graduate,AITC,WEST BENGAL,No,2019,0,6702555
376,48,Deblina Hembram,1,JHARGRAM,10th Pass,CPI(M),WEST BENGAL,No,2019,44439,1751916
377,54,Nitish Kumar Mandal,0,MALDAHA UTTAR,Graduate,BSP,WEST BENGAL,No,2019,350000,3727000
378,30,Nitya Das,0,MALDAHA UTTAR,12th Pass,Aihra National Party,WEST BENGAL,No,2019,100000,233600
379,27,Noorsed Alam,0,MALDAHA UTTAR,Graduate Professional,IND,WEST BENGAL,No,2019,150000,5662250
380,43,Debabrata Bera,0,KOLKATA DAKSHIN,Doctorate,SUCI(C),WEST BENGAL,No,2019,0,1780918
381,61,Gautam Mitra,0,KOLKATA DAKSHIN,Graduate,IND,WEST BENGAL,No,2019,0,3190000
382,64,Kashinath Das,0,KOLKATA DAKSHIN,12th Pass,IND,WEST BENGAL,No,2019,0,6494422
383,44,Mita Chakraborty,0,KOLKATA DAKSHIN,Graduate Professional,INC,WEST BENGAL,No,2019,187853701,447511958
384,53,Nandini Mukherjee,0,KOLKATA DAKSHIN,Graduate Professional,CPI(M),WEST BENGAL,No,2019,3862405,12530997
385,35,Avijit Khamaru,0,JANGIPUR,10th Pass,IND,WEST BENGAL,No,2019,0,2270200
386,44,Dhananjoy Banerjee,0,JANGIPUR,Post Graduate,Purvanchal Janta Party (Secular),WEST BENGAL,No,2019,0,2020792
387,42,Soumen Sarkar,0,MATHURAPUR,Post Graduate,BSP,WEST BENGAL,No,2019,78000,1706300
388,54,Jageswar Hembram,1,JHARGRAM,8th Pass,INC,WEST BENGAL,No,2019,0,229925
389,29,Maheswar Hembram,0,JHARGRAM,12th Pass,Akhil Bhartiya Jharkhand Party,WEST BENGAL,No,2019,0,3800
390,53,Narendra Nath Hembram,0,JHARGRAM,8th Pass,IND,WEST BENGAL,No,2019,145000,7360349
391,38,Sushil Mandi,0,JHARGRAM,Graduate,SUCI(C),WEST BENGAL,No,2019,0,801152
392,59,Subhash Barman,9,MALDAHA UTTAR,5th Pass,Kamatapur Peoples Party (United),WEST BENGAL,No,2019,0,9811045
393,34,Subhash Sarkar,0,MALDAHA UTTAR,Post Graduate,SUCI(C),WEST BENGAL,No,2019,0,208092
394,37,Niraj Agarwal,0,KOLKATA DAKSHIN,Graduate Professional,IND,WEST BENGAL,No,2019,0,8425894
395,53,Rita Dutta,0,KOLKATA DAKSHIN,10th Pass,IND,WEST BENGAL,No,2019,0,2607000
396,46,Santanu Roy,0,KOLKATA DAKSHIN,10th Pass,IND,WEST BENGAL,No,2019,0,6440000
397,48,Mafuja Khatun,2,JANGIPUR,Graduate,BJP,WEST BENGAL,No,2019,0,2408235
398,48,Md. Samiruddin,0,JANGIPUR,Graduate,SUCI(C),WEST BENGAL,No,2019,0,26267
399,57,Md. Taiedul Islam,0,JANGIPUR,Graduate,SDPI,WEST BENGAL,No,2019,0,2520831
400,53,Md. Zulfikar Ali,0,JANGIPUR,Post Graduate,CPI(M),WEST BENGAL,No,2019,1300000,8664555
401,44,Prasad Halder,0,JANGIPUR,12th Pass,IND,WEST BENGAL,No,2019,0,814600
402,43,Sarfaraz Khan,1,KOLKATA DAKSHIN,8th Pass,BSP,WEST BENGAL,No,2019,0,2945000
403,62,Sridhar Chandra Bagari,0,KOLKATA DAKSHIN,Post Graduate,SHS,WEST BENGAL,No,2019,0,5464648
404,42,Shamimul Islam,0,JANGIPUR,12th Pass,BSP,WEST BENGAL,No,2019,0,18880045
405,65,Syed Qasim Rasool Ilyas,0,JANGIPUR,Doctorate,Welfare Party Of India,WEST BENGAL,No,2019,0,9770000
406,77,Sisir Kumar Adhikari,3,KANTHI,12th Pass,AITC,WEST BENGAL,Yes,2019,0,33979650
407,47,Debasish Samanta,0,KANTHI,Post Graduate,BJP,WEST BENGAL,No,2019,6000000,19292281
408,65,Dipak Kumar Das,0,KANTHI,Post Graduate,INC,WEST BENGAL,No,2019,232960,9444884
409,62,Kenaram Misra,0,KANTHI,12th Pass,SHS,WEST BENGAL,No,2019,0,1668664
410,39,Khokan Barman,0,KANTHI,8th Pass,BSP,WEST BENGAL,No,2019,500000,437600
411,49,Manas Pradhan,1,KANTHI,Graduate,SUCI(C),WEST BENGAL,No,2019,258000,7896883
412,38,Paritosh Pattanayak,3,KANTHI,Post Graduate,CPI(M),WEST BENGAL,No,2019,0,888311
413,53,Pratima Mondal,0,JAYNAGAR,Post Graduate,AITC,WEST BENGAL,Yes,2019,0,27471675
414,31,Ashoke Bairagi,0,JAYNAGAR,8th Pass,New Democratic Party of India,WEST BENGAL,No,2019,6000,62000
415,43,Dr. Ashok Kandary,0,JAYNAGAR,Graduate Professional,BJP,WEST BENGAL,No,2019,2081000,28492070
416,64,Jaykrishna Haldar,2,JAYNAGAR,8th Pass,SUCI(C),WEST BENGAL,No,2019,0,155500
417,64,Sankar Deb Mondal,0,JAYNAGAR,12th Pass,BSP,WEST BENGAL,No,2019,0,2649442
418,67,Subhas Naskar,0,JAYNAGAR,Graduate,Revolutionary Socialist Party,WEST BENGAL,No,2019,0,4045301
419,49,Swapan Kumar Mandal,0,JAYNAGAR,10th Pass,Rashtriya Janasachetan Party,WEST BENGAL,No,2019,0,946000
420,50,Tapan Mondal,0,JAYNAGAR,Post Graduate,INC,WEST BENGAL,No,2019,60000,3662000
421,45,Locket Chatterjee,14,HOOGHLY,Graduate,BJP,WEST BENGAL,Yes,2019,0,35655698
422,39,Bhaskar Ghosh,0,HOOGHLY,Post Graduate,SUCI(C),WEST BENGAL,No,2019,73000,4867929
423,61,Dulal Chandra Hembram,0,HOOGHLY,12th Pass,IND,WEST BENGAL,No,2019,900000,9103000
424,34,Noor Hossain Mondal,0,HOOGHLY,Literate,IND,WEST BENGAL,No,2019,0,12563
425,58,Pradip Saha,1,HOOGHLY,12th Pass,CPI(M),WEST BENGAL,No,2019,0,1675744
426,57,Pratul Chandra Saha,1,HOOGHLY,12th Pass,INC,WEST BENGAL,No,2019,0,1789324
427,70,Ratna De,0,HOOGHLY,Graduate Professional,AITC,WEST BENGAL,No,2019,0,34779481
428,55,Sajal Adhikari,1,HOOGHLY,Post Graduate,CPI(ML)(L),WEST BENGAL,No,2019,155035,4708000
429,49,Vijay Kumar Mahato,1,HOOGHLY,10th Pass,BSP,WEST BENGAL,No,2019,0,205640
430,51,Jayanta Kumar Roy,0,JALPAIGURI,Graduate Professional,BJP,WEST BENGAL,Yes,2019,1352581,11625047
431,62,Bhagirath Chandra Roy,0,JALPAIGURI,Post Graduate,CPI(M),WEST BENGAL,No,2019,0,30818307
432,62,Bijoy Chandra Barman,0,JALPAIGURI,Post Graduate,AITC,WEST BENGAL,No,2019,0,14612159
433,46,Harekrishna Sarkar,1,JALPAIGURI,Doctorate,IND,WEST BENGAL,No,2019,1747681,4090011
434,64,Prasun Banerjee,1,HOWRAH,Graduate,AITC,WEST BENGAL,Yes,2019,0,13216066
435,52,Ashraf Ali,0,HOWRAH,10th Pass,IND,WEST BENGAL,No,2019,0,194989
436,34,Chandra Sekhar Jha,2,HOWRAH,Graduate Professional,SHS,WEST BENGAL,No,2019,1299742,5465742
437,44,Mahua Moitra,0,KRISHNANAGAR,Graduate,AITC,WEST BENGAL,Yes,2019,671138,26495250
438,52,Ashok Agarwala,0,KRISHNANAGAR,Graduate,IND,WEST BENGAL,No,2019,0,373050
439,33,Bhaskar Paul,0,KRISHNANAGAR,10th Pass,IND,WEST BENGAL,No,2019,0,903050
440,70,Intaj Ali Shah,0,KRISHNANAGAR,Post Graduate,INC,WEST BENGAL,No,2019,0,10054478
441,63,Haribhakta Sardar,3,JALPAIGURI,10th Pass,SUCI(C),WEST BENGAL,No,2019,0,3219966
442,63,Jiban Krishna Majumder,0,JALPAIGURI,Graduate Professional,BSP,WEST BENGAL,No,2019,0,5921259
443,43,Debasish Mandal,0,HOWRAH,Graduate Professional,IND,WEST BENGAL,No,2019,0,68190
444,40,Gautam Kumar Shaw,0,HOWRAH,Graduate,Purvanchal Janta Party (Secular),WEST BENGAL,No,2019,0,37941
445,52,Imtiaz Ahmed Mollah,2,HOWRAH,12th Pass,IND,WEST BENGAL,No,2019,10000,60000
446,29,Kanai Sit,0,HOWRAH,8th Pass,IND,WEST BENGAL,No,2019,0,28055
447,35,Kashi Nath Malick,0,HOWRAH,8th Pass,IND,WEST BENGAL,No,2019,0,16320
448,61,Md. Shanawaz,0,HOWRAH,Post Graduate,SUCI(C),WEST BENGAL,No,2019,0,10268828
449,47,Jayanta Debnath,0,KRISHNANAGAR,8th Pass,Aihra National Party,WEST BENGAL,No,2019,0,18603000
450,57,Jha Shantanu,1,KRISHNANAGAR,Doctorate,CPI(M),WEST BENGAL,No,2019,290686,14839130
451,62,Khushi Ranjan Mondal,0,JALPAIGURI,10th Pass,Amra Bangalee,WEST BENGAL,No,2019,0,2217097
