,Age,Candidate,Criminal_Case,District,Education,Party,State,Winner,Year,Liabilities_num,Assets_num
4408,48,Patil Hemant Shriram,0,HINGOLI,Graduate,SHS,MAHARASHTRA,Yes,2019,1299983,18594458
4409,45,Abdul Kadir Mastan Sayyed,0,HINGOLI,8th Pass,IND,MAHARASHTRA,No,2019,0,700000
4410,48,Altaf Ahmed,0,HINGOLI,Graduate,IUML,MAHARASHTRA,No,2019,580000,6726405
4411,57,Asadkhan Mohammedkhan,0,HINGOLI,Literate,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,0,102000
4412,65,Devji Gangaram Asole,0,HINGOLI,5th Pass,IND,MAHARASHTRA,No,2019,0,128000
4413,38,Dhairyashil Sambhajirao Mane,0,HATKANANGLE,Graduate,SHS,MAHARASHTRA,Yes,2019,41599959,47771462
4414,73,Aitawade Vidyasagar Devappa,0,HATKANANGLE,Literate,IND,MAHARASHTRA,No,2019,0,160000
4415,44,Ajay Prakash Kurane,0,HATKANANGLE,Graduate,BSP,MAHARASHTRA,No,2019,0,3515450
4416,55,Shrirang Chandu Barne,3,MAVAL,8th Pass,SHS,MAHARASHTRA,Yes,2019,416612,1023310134
4417,60,Dr. Dhanve Datta Maroti,2,HINGOLI,Graduate Professional,BSP,MAHARASHTRA,No,2019,0,33048000
4418,36,Gajanan Haribhau Bhalerao,3,HINGOLI,10th Pass,IND,MAHARASHTRA,No,2019,83321,2157000
4419,34,Jaywanta Vishwambhar Wanole,3,HINGOLI,Post Graduate,IND,MAHARASHTRA,No,2019,0,1244000
4420,58,Anandrao Vasantrao Sarnaik (Fouji Bapu),0,HATKANANGLE,8th Pass,IND,MAHARASHTRA,No,2019,7000000,21645000
4421,56,Aslam Badshahaji Sayyad,0,HATKANANGLE,5th Pass,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,3782280,23211678
4422,34,Dr. Nitin Udal Bhat,0,HATKANANGLE,Graduate Professional,IND,MAHARASHTRA,No,2019,0,2032849
4423,36,Dr.Prashant Dnyaneshwar Gangavane,1,HATKANANGLE,Doctorate,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,95000,62448988
4424,34,Ajay Hanumant Londhe,1,MAVAL,12th Pass,IND,MAHARASHTRA,No,2019,390000,79339
4425,33,Amruta Abhijit Apte,0,MAVAL,12th Pass,IND,MAHARASHTRA,No,2019,0,217372
4426,54,Balkrushna Dhanaji Gharat,0,MAVAL,5th Pass,IND,MAHARASHTRA,No,2019,200000,2388137
4427,37,Kamble Trishala Milind,0,HINGOLI,12th Pass,IND,MAHARASHTRA,No,2019,474321,2892431
4428,51,Maqbul Ahmed A.Habib,0,HINGOLI,8th Pass,IND,MAHARASHTRA,No,2019,0,100000
4429,43,Marotrao Kanhobarao Hukke Patil,0,HINGOLI,Graduate Professional,IND,MAHARASHTRA,No,2019,48000,2250000
4430,60,Mohan Fattusing Rathod,0,HINGOLI,Post Graduate,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,800000,11050000
4431,53,Kamble Vishwas Ananda,0,HATKANANGLE,Graduate,IND,MAHARASHTRA,No,2019,0,762500
4432,27,Kishor Rajaram Panhalkar,0,HATKANANGLE,Graduate,IND,MAHARASHTRA,No,2019,0,76138
4433,40,Madan Vajir Sardar,0,HATKANANGLE,10th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,0,646000
4434,35,Mahadev Jagannath Jagadale,0,HATKANANGLE,10th Pass,IND,MAHARASHTRA,No,2019,88000,127200
4435,47,Dr. Somnath Arjun Pol,3,MAVAL,Graduate Professional,IND,MAHARASHTRA,No,2019,283000,204055
4436,63,Jagdish Shamrao Sonawane,1,MAVAL,Graduate,Kranti Kari Jai Hind Sena,MAHARASHTRA,No,2019,0,40140000
4437,32,Jaya Sanjay Patil,1,MAVAL,Others,Ambedkarite Party of India,MAHARASHTRA,No,2019,0,32250
4438,57,Madan Shivaji Patil,0,MAVAL,10th Pass,Bharatiya Praja Surajya Paksha,MAHARASHTRA,No,2019,0,1305000
4439,54,Patrakar P Sattar Khan Kasim Kha,0,HINGOLI,12th Pass,IND,MAHARASHTRA,No,2019,0,300000
4440,60,Prakash Vitthalrao Ghunnar,0,HINGOLI,Others,IND,MAHARASHTRA,No,2019,300000,10397000
4441,44,Sandesh Ramchandra Chavan,0,HINGOLI,Post Graduate,IND,MAHARASHTRA,No,2019,0,107000
4442,35,Sandip Nikhate,0,HINGOLI,Graduate,IND,MAHARASHTRA,No,2019,0,1155000
4443,37,Santosh Maroti Boinwad,0,HINGOLI,8th Pass,IND,MAHARASHTRA,No,2019,0,1309000
4444,68,Patil Raghunath Ramchandra,9,HATKANANGLE,Graduate Professional,IND,MAHARASHTRA,No,2019,1000000,30995000
4445,67,Raju Mujikrao Shetty,0,HATKANANGLE,10th Pass,Bahujan Maha Party,MAHARASHTRA,No,2019,0,4236134
4446,61,Sangramsinh Jaysingrao Gaikwad,0,HATKANANGLE,Graduate,IND,MAHARASHTRA,No,2019,0,2790155
4447,57,Navnath Vishwanath Dudhal,0,MAVAL,Post Graduate,IND,MAHARASHTRA,No,2019,1800000,13905000
4448,47,Pandharinath Namdeo Patil,0,MAVAL,10th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,0,24460000
4449,29,Parth Ajit Pawar,0,MAVAL,Graduate,NCP,MAHARASHTRA,No,2019,93613295,201239333
4450,54,Subhash Kashiba Wankhede,0,HINGOLI,Literate,IND,MAHARASHTRA,No,2019,0,680000
4451,55,Subhash Maroti Wankhede,0,HINGOLI,Literate,IND,MAHARASHTRA,No,2019,100000,2221000
4452,58,Subhash Nagorao Wankhede,0,HINGOLI,5th Pass,Hum Bhartiya Party,MAHARASHTRA,No,2019,100000,1538900
4453,59,Subhash Parasram Wankhede,0,HINGOLI,Literate,Bahujan Maha Party,MAHARASHTRA,No,2019,0,101000
4454,49,Sanjay Ghanshyam Agrawal,0,HATKANANGLE,12th Pass,IND,MAHARASHTRA,No,2019,208000,6823627
4455,51,Shetty Raju Anna,15,HATKANANGLE,10th Pass,Swabhimani Paksha,MAHARASHTRA,No,2019,774059,24421392
4456,70,Prakash Bhivaji Mahadik,0,MAVAL,8th Pass,Bhartiya Navjawan Sena (Paksha),MAHARASHTRA,No,2019,0,75000
4457,34,Prashant Ganpat Deshmukh,0,MAVAL,Graduate,IND,MAHARASHTRA,No,2019,0,350630
4458,47,Rajaram Narayan Patil,0,MAVAL,Others,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,534788,6525572
4459,48,Subhash Vitthal Wankhede,0,HINGOLI,8th Pass,IND,MAHARASHTRA,No,2019,0,2121000
4460,38,Sunil Dashrath Ingole,1,HINGOLI,8th Pass,IND,MAHARASHTRA,No,2019,0,198000
4461,42,Vijay Bhagwan Chougule,0,HATKANANGLE,10th Pass,IND,MAHARASHTRA,No,2019,100000,3245678
4462,50,Rajendra Maruti Kate,0,MAVAL,12th Pass,IND,MAHARASHTRA,No,2019,0,6435000
4463,45,Rakesh Prabhakar Chavan,0,MAVAL,8th Pass,IND,MAHARASHTRA,No,2019,600000,21858100
4464,51,Uttam Bhagaji Kamble,0,HINGOLI,Post Graduate,Prabuddha Republican Party,MAHARASHTRA,No,2019,0,0
4465,70,Uttam Maroti Dhabe,0,HINGOLI,Illiterate,Akhand Hind Party,MAHARASHTRA,No,2019,0,0
4466,41,Varsha Shivajirao Devsarkar,1,HINGOLI,10th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,3991000,20194509
4467,49,Sanjay Kisan Kanade,0,MAVAL,Graduate Professional,BSP,MAHARASHTRA,No,2019,2061198,14166972
4468,49,Sunil Baban Gaikwad,1,MAVAL,10th Pass,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,1080000,3949382
4469,56,Wankhede Subhashrao Bapurao,1,HINGOLI,10th Pass,INC,MAHARASHTRA,No,2019,8059000,99463540
4470,59,Wasant Kisan Paikrao,0,HINGOLI,Graduate Professional,IND,MAHARASHTRA,No,2019,260000,23560000
4471,28,Suraj Ashokrao Khandare,0,MAVAL,Post Graduate,IND,MAHARASHTRA,No,2019,542009,584675
4472,49,Suresh Shripati Taur,0,MAVAL,12th Pass,IND,MAHARASHTRA,No,2019,600000,9950000
4473,36,Vijay Hanumant Randil,0,MAVAL,12th Pass,IND,MAHARASHTRA,No,2019,100000,1844000
4474,32,Dr. Shrikant Eknath Shinde,1,KALYAN,Post Graduate,SHS,MAHARASHTRA,Yes,2019,1241233,19616515
4475,47,Ajayshyam Ramlakhan Maurya,0,KALYAN,8th Pass,IND,MAHARASHTRA,No,2019,0,7411000
4476,33,Amrish Raj Morajkar,0,KALYAN,Others,IND,MAHARASHTRA,No,2019,100000,377489
4477,40,Asmita Pushkar Puranik,1,KALYAN,Others,IND,MAHARASHTRA,No,2019,0,25496500
4478,52,Babaji Balaram Patil,1,KALYAN,10th Pass,NCP,MAHARASHTRA,No,2019,3587200,421863127
4479,57,Chandrakant Mote,0,KALYAN,10th Pass,IND,MAHARASHTRA,No,2019,3242933,11406293
4480,55,Ashok Mahadevrao Nete,0,GADCHIROLI CHIMUR,12th Pass,BJP,MAHARASHTRA,Yes,2019,15682840,50136369
4481,59,Deorao Monba Nannaware,0,GADCHIROLI CHIMUR,Graduate Professional,Ambedkarite Party of India,MAHARASHTRA,No,2019,550000,4892338
4482,44,Harichandra Nagoji Mangam,0,GADCHIROLI CHIMUR,12th Pass,BSP,MAHARASHTRA,No,2019,0,5010301
4483,43,Dhanorkar Suresh Narayan,5,CHANDRAPUR,12th Pass,INC,MAHARASHTRA,Yes,2019,22752880,137455342
4484,64,Ahir Hansraj Gangaramji,0,CHANDRAPUR,10th Pass,BJP,MAHARASHTRA,No,2019,45386,18300860
4485,64,Dinkar Rangnath Palake,0,KALYAN,5th Pass,IND,MAHARASHTRA,No,2019,0,577500
4486,50,Dr. Suresh Abhiman Gawai,0,KALYAN,Graduate Professional,Bharat Prabhat Party,MAHARASHTRA,No,2019,1500000,12092643
4487,56,Gautam Baburao Waghchaure,0,KALYAN,Illiterate,Bahujan Mukti Party,MAHARASHTRA,No,2019,0,25000
4488,59,Habibur Rehaman Obbadur Khan,0,KALYAN,10th Pass,Peace Party,MAHARASHTRA,No,2019,0,5887500
4489,48,Namdeo Dalluji Usendi,0,GADCHIROLI CHIMUR,Post Graduate,INC,MAHARASHTRA,No,2019,2153155,16211186
4490,66,Rameshkumar Baburaoji Gajbe,0,GADCHIROLI CHIMUR,Post Graduate,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,600000,10709012
4491,59,Arvind Nanaji Raut,1,CHANDRAPUR,10th Pass,IND,MAHARASHTRA,No,2019,1501577,6367803
4492,60,Dashrath Pandurang Madavi,0,CHANDRAPUR,Graduate,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,1790000,9403318
4493,58,Gautam Ganpat Nagrale,0,CHANDRAPUR,Graduate,Bahujan Mukti Party,MAHARASHTRA,No,2019,202010,5581000
4494,43,Haresh Sambhaji Bramhane,0,KALYAN,12th Pass,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,0,61800
4495,36,Jafarullah Gulam Rab Sayyad,0,KALYAN,Post Graduate,IND,MAHARASHTRA,No,2019,1115180,7033568
4496,35,Milind Kashinath Kamble,0,KALYAN,Graduate,Bharat Jan Aadhar Party,MAHARASHTRA,No,2019,474321,2892431
4497,40,Mohd. Yusuf Mohd. Farook Khan,0,KALYAN,8th Pass,IND,MAHARASHTRA,No,2019,0,279000
4498,45,Munir Ahmad Ansari,1,KALYAN,8th Pass,IUML,MAHARASHTRA,No,2019,0,3459800
4499,54,Madhukar Vithal Nistane,1,CHANDRAPUR,Graduate,"Proutist Bloc, India",MAHARASHTRA,No,2019,650000,896000
4500,39,Milind Pralhad Dahiwale,0,CHANDRAPUR,10th Pass,IND,MAHARASHTRA,No,2019,0,407500
4501,61,Namdeo Keshao Kinnake,0,CHANDRAPUR,5th Pass,IND,MAHARASHTRA,No,2019,300000,3155000
4502,42,Nafis Ahamad Ansari,0,KALYAN,8th Pass,IND,MAHARASHTRA,No,2019,218304,863000
4503,55,Narendra Vaman More,0,KALYAN,Graduate,IND,MAHARASHTRA,No,2019,0,9700000
4504,35,Ravindra Abhimanyu Kene,1,KALYAN,10th Pass,BSP,MAHARASHTRA,No,2019,905000,8999137
4505,54,Sanjay Ramrao Hedaoo,3,KALYAN,12th Pass,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,814407,260000
4506,41,Santosh Bhikaji Bhalerao,0,KALYAN,Post Graduate,Ambedkarite Party of India,MAHARASHTRA,No,2019,2222000,15031500
4507,50,Namdeo Shedmake,0,CHANDRAPUR,10th Pass,Gondvana Gantantra Party,MAHARASHTRA,No,2019,332000,358900
4508,33,Nitesh Anandrao Dongre,0,CHANDRAPUR,12th Pass,Ambedkarite Party of India,MAHARASHTRA,No,2019,125000,124000
4509,54,Rajendra Krishnarao Hajare,0,CHANDRAPUR,Graduate,IND,MAHARASHTRA,No,2019,0,0
4510,57,Shiva Krishnamurthy Iyer,1,KALYAN,Post Graduate,IND,MAHARASHTRA,No,2019,0,21800000
4511,34,Sonali Ashok Gangavane,0,KALYAN,12th Pass,IND,MAHARASHTRA,No,2019,0,572515
4512,47,Suhas Dhananjay Bonde,1,KALYAN,12th Pass,IND,MAHARASHTRA,No,2019,2767246,72595476
4513,48,Rajendra Shriramji Mahadole,2,CHANDRAPUR,Graduate Professional,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,6978054,19703000
4514,54,Sushil Wasnik,0,CHANDRAPUR,12th Pass,BSP,MAHARASHTRA,No,2019,20000,10485000
4515,40,Vasim Ali Nazir Ali Sayyed,3,KALYAN,Graduate,IND,MAHARASHTRA,No,2019,0,1928182
4516,33,Vinay Dubey,3,KALYAN,12th Pass,IND,MAHARASHTRA,No,2019,0,2214355
4517,45,Vinod Manohar Salve,0,KALYAN,5th Pass,Bhartiya Kisan Party,MAHARASHTRA,No,2019,0,17997
4518,40,Yasmin Banoo Mohammed Salim,0,KALYAN,12th Pass,IND,MAHARASHTRA,No,2019,0,11516326
4519,58,Prataprao Ganpatrao Jadhav,3,BULDHANA,12th Pass,SHS,MAHARASHTRA,Yes,2019,735482,116272966
4520,39,A. Hafeez A. Aziz,0,BULDHANA,12th Pass,BSP,MAHARASHTRA,No,2019,700000,1166769
4521,34,Ananta Datta Puri,0,BULDHANA,10th Pass,IND,MAHARASHTRA,No,2019,40000,1699000
4522,57,Baliram Bhagwan Siraskar,2,BULDHANA,8th Pass,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,1730992,43855736
4523,40,Bharti Pawar,0,DINDORI,Graduate Professional,BJP,MAHARASHTRA,Yes,2019,1449572,122885349
4524,46,Ashok Jadhav,0,DINDORI,Graduate Professional,BSP,MAHARASHTRA,No,2019,1477024,3123759
4525,53,Bapu Kelu Barde,0,DINDORI,10th Pass,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,220000,3360369
4526,30,Dadasaheb Pawar,0,DINDORI,10th Pass,Rashtriya Maratha Party,MAHARASHTRA,No,2019,104500,103000
4527,66,Subhash Ramrao Bhamre,2,DHULE,Post Graduate,BJP,MAHARASHTRA,Yes,2019,1000000,158651112
4528,25,Anil Ramdas Jadhav,1,DHULE,10th Pass,Baliraja Party,MAHARASHTRA,No,2019,0,117000
4529,70,Anil Umrao Gote,8,DHULE,10th Pass,Loksangram,MAHARASHTRA,No,2019,28126960,33766982
4530,48,Bhamre Subhash Shankar,0,DHULE,10th Pass,IND,MAHARASHTRA,No,2019,300000,2751000
4531,58,Kapil Moreshwar Patil,0,BHIWANDI,Graduate,BJP,MAHARASHTRA,Yes,2019,5645459,418850781
4532,44,Ansari Mumtaz Abdul Sattar,0,BHIWANDI,8th Pass,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,0,776000
4533,50,Sunil Baburao Mendhe,2,BHANDARA GONDIYA,Others,BJP,MAHARASHTRA,Yes,2019,19861338,627543615
4534,67,Bhimrao Duryodhan Borkar,0,BHANDARA GONDIYA,Post Graduate,Peoples Party of India (Democratic),MAHARASHTRA,No,2019,383856,61036926
4535,66,Dinkar Tukaram Sambare,0,BULDHANA,10th Pass,IND,MAHARASHTRA,No,2019,0,31962000
4536,58,Dr. Rajendra Bhaskarrav Shingne,1,BULDHANA,Graduate Professional,NCP,MAHARASHTRA,No,2019,21940000,95350365
4537,38,Gajanan Uttam Shantabai,0,BULDHANA,10th Pass,IND,MAHARASHTRA,No,2019,113902,2192924
4538,54,Dattu Barde,0,DINDORI,Graduate,Bhartiya Tribal Party,MAHARASHTRA,No,2019,0,224000
4539,44,Dhanraj Mahale,1,DINDORI,12th Pass,NCP,MAHARASHTRA,No,2019,12518538,11989452
4540,70,Gavit Jiva,7,DINDORI,Graduate,CPI(M),MAHARASHTRA,No,2019,683365,22228892
4541,65,Dhiraj Prakash Choradiya,0,DHULE,Graduate Professional,IND,MAHARASHTRA,No,2019,0,1380636
4542,48,Dilip Bhaidas Patil,0,DHULE,12th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,0,1579000
4543,29,Dinesh Punamchand Koli,0,DHULE,Others,IND,MAHARASHTRA,No,2019,0,2000
4544,44,Dipak Khandu Amrutkar,0,DHULE,8th Pass,IND,MAHARASHTRA,No,2019,0,3950446
4545,42,Dnyaneshwar Baliram Dhekale,0,DHULE,8th Pass,IND,MAHARASHTRA,No,2019,550000,1290000
4546,69,Arun Damodar Savant,0,BHIWANDI,Doctorate,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,0,50883853
4547,57,Balaram Vitthal Mhatre,0,BHIWANDI,Literate,IND,MAHARASHTRA,No,2019,0,524379
4548,44,Dr. Nooruddin Nizam Ansari,1,BHIWANDI,Graduate Professional,SP,MAHARASHTRA,No,2019,0,223828092
4549,61,Devidas Santuji Lanjewar,0,BHANDARA GONDIYA,Graduate,IND,MAHARASHTRA,No,2019,0,4780376
4550,50,Dr. Sunil Sampat Chawale,0,BHANDARA GONDIYA,Doctorate,IND,MAHARASHTRA,No,2019,75000,3600500
4551,50,Pratap Pandharinath Patil,0,BULDHANA,8th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,0,4996000
4552,36,Vijay Banwarilal Masani,0,BULDHANA,Post Graduate,IND,MAHARASHTRA,No,2019,3245000,1127000
4553,65,Tikaram Bagul,0,DINDORI,Post Graduate,IND,MAHARASHTRA,No,2019,0,29971003
4554,41,Iqbal Ahamad Mohammed Rafiq,0,DHULE,12th Pass,IND,MAHARASHTRA,No,2019,0,257166
4555,30,Irfan Mo Isahak,0,DHULE,Post Graduate,IND,MAHARASHTRA,No,2019,0,475000
4556,41,Engineer Navid Betab,0,BHIWANDI,Graduate,IND,MAHARASHTRA,No,2019,0,510275000
4557,46,Feroz Abdurrahim Shaikh,0,BHIWANDI,Graduate Professional,Jan Adhikar Party,MAHARASHTRA,No,2019,236327,12078738
4558,35,Kapil Jayhind Patil,0,BHIWANDI,8th Pass,IND,MAHARASHTRA,No,2019,175000,1592197
4559,37,Dr. Vijaya Rajesh Nandurkar,0,BHANDARA GONDIYA,Graduate Professional,BSP,MAHARASHTRA,No,2019,3616000,36343297
4560,46,Gajbhiye Pramod Hiraman,2,BHANDARA GONDIYA,Graduate,IND,MAHARASHTRA,No,2019,0,113000
4561,27,Vikas Prakash Nandve,1,BULDHANA,12th Pass,IND,MAHARASHTRA,No,2019,0,0
4562,62,Wamanrao Ganpatrao Akhare,0,BULDHANA,5th Pass,IND,MAHARASHTRA,No,2019,0,3525622
4563,50,Kasmi Kamal Hashim Mohammad Aajmi,0,DHULE,Others,IND,MAHARASHTRA,No,2019,0,53556808
4564,45,Kunal Rohidas Patil,1,DHULE,Graduate,INC,MAHARASHTRA,No,2019,585784500,420966036
4565,49,Meraj Bi Husain Khan,0,DHULE,5th Pass,IND,MAHARASHTRA,No,2019,0,730000
4566,34,Kapil Yashwant Dhamane,0,BHIWANDI,12th Pass,IND,MAHARASHTRA,No,2019,0,1905000
4567,63,Jaiswal Virendrakumar Kasturchand,0,BHANDARA GONDIYA,Graduate Professional,IND,MAHARASHTRA,No,2019,1400000,36751774
4568,45,Kalchuri Nilesh,0,BHANDARA GONDIYA,10th Pass,IND,MAHARASHTRA,No,2019,0,50000
4569,47,Maraskolhe Bhojraj Isulal,0,BHANDARA GONDIYA,8th Pass,Bhartiya Shakti Chetna Party,MAHARASHTRA,No,2019,0,820000
4570,64,Nana Jairam,0,BHANDARA GONDIYA,10th Pass,NCP,MAHARASHTRA,No,2019,2050134,57462818
4571,45,Mevati Heena Yusufbhai,0,DHULE,Graduate,Bhartiya Kisan Party,MAHARASHTRA,No,2019,0,75000
4572,57,Mo. Ismail Ansari,0,DHULE,Graduate,Bharatiya Minorities Suraksha Mahasangh,MAHARASHTRA,No,2019,25000,1737205
4573,48,Kishor Rambhauji Kinkar,1,BHIWANDI,Graduate,Bharat Prabhat Party,MAHARASHTRA,No,2019,500000,14553801
4574,27,Ku. Nitesh Raghunath Jadhav,2,BHIWANDI,12th Pass,IND,MAHARASHTRA,No,2019,0,834000
4575,68,Nanhe Karu Nagoji,0,BHANDARA GONDIYA,Graduate Professional,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,60000,5995146
4576,56,Patle Rajendra Sahasram,2,BHANDARA GONDIYA,Others,IND,MAHARASHTRA,No,2019,7500000,32513000
4577,45,Mohammed Rizwan Mohammed Akbar,3,DHULE,Literate,IND,MAHARASHTRA,No,2019,0,2972522
4578,46,Nabi Ahamad Ahmadulla,1,DHULE,5th Pass,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,0,117652383
4579,28,Sanjay Ganapat Wagh,0,BHIWANDI,12th Pass,Bhartiya Tribal Party,MAHARASHTRA,No,2019,0,237279
4580,53,Shr. Deepak Pandharinath Khambekar,0,BHIWANDI,10th Pass,IND,MAHARASHTRA,No,2019,0,1947893
4581,47,Suhas Dhananjay Bonde,1,BHIWANDI,12th Pass,IND,MAHARASHTRA,No,2019,2767246,72595476
4582,29,Suhas Anil Funde,0,BHANDARA GONDIYA,Post Graduate,IND,MAHARASHTRA,No,2019,0,150000
4583,38,Sumit Vijay Pande,0,BHANDARA GONDIYA,Graduate Professional,IND,MAHARASHTRA,No,2019,50000,745119
4584,48,Nandkumar Jagannath Chavhan,0,DHULE,12th Pass,Rashtriya Jansena Party,MAHARASHTRA,No,2019,0,1429000
4585,38,Nasim Khan Rauf Khan,0,DHULE,5th Pass,IND,MAHARASHTRA,No,2019,0,390000
4586,33,Nitin Baburao Khare,0,DHULE,Post Graduate,IND,MAHARASHTRA,No,2019,0,135000
4587,62,Taware Suresh Kashinath,1,BHIWANDI,12th Pass,INC,MAHARASHTRA,No,2019,964774,324522111
4588,36,Pandharinath Chaitram More,0,DHULE,Post Graduate,Bhartiya Tribal Party,MAHARASHTRA,No,2019,0,2071000
4589,38,Pinjari Jainuddin Husain,1,DHULE,10th Pass,Bahujan Maha Party,MAHARASHTRA,No,2019,380000,778020
4590,56,Salim Kasam Pinjari,0,DHULE,8th Pass,IND,MAHARASHTRA,No,2019,0,6025000
4591,59,Sanjay Yashwant Aparanti,0,DHULE,Post Graduate,BSP,MAHARASHTRA,No,2019,0,29990502
4592,47,Sitaram Bhaga Wagh,0,DHULE,12th Pass,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,450000,1230000
4593,47,Tadvi Ayyub Khan Razzaque Khan,0,DHULE,8th Pass,IND,MAHARASHTRA,No,2019,80000,2700000
4594,49,Taher Sattar Khatik,0,DHULE,Graduate,Rashtriya Maratha Party,MAHARASHTRA,No,2019,200000,67252185
4595,50,Imtiaz Jaleel Syed,4,AURANGABAD,Post Graduate,AIMIM,MAHARASHTRA,Yes,2019,6800000,29562768
4596,27,Arvind Kisanrao Kamble,0,AURANGABAD,Graduate,Bahujan Republican Socialist Party,MAHARASHTRA,No,2019,0,75000
4597,26,Dipali Lalaji Misal,0,AURANGABAD,Post Graduate,Bahujan Mukti Party,MAHARASHTRA,No,2019,1180000,260000
4598,38,Fulare Suresh Asaram,2,AURANGABAD,12th Pass,IND,MAHARASHTRA,No,2019,680000,4663396
4599,53,Habib Gayas Shaikh,0,AURANGABAD,10th Pass,Ambedkar National Congress,MAHARASHTRA,No,2019,6000,295000
4600,41,Harshwardhandada Raibhanji Jadhav,2,AURANGABAD,Graduate,IND,MAHARASHTRA,No,2019,11017453,123952399
4601,49,Supriya Sadanand Sule,0,BARAMATI,Graduate,NCP,MAHARASHTRA,Yes,2019,5500000,1408888704
4602,35,Adv.Girish Madan Patil,0,BARAMATI,Graduate,IND,MAHARASHTRA,No,2019,0,550000
4603,42,Jagan Baburao Salve,0,AURANGABAD,Post Graduate,IND,MAHARASHTRA,No,2019,150000,13000
4604,54,Jaya Balu Rajkundal,0,AURANGABAD,Post Graduate,BSP,MAHARASHTRA,No,2019,0,5225000
4605,67,Khaire Chandrakant,9,AURANGABAD,12th Pass,SHS,MAHARASHTRA,No,2019,31390310,89820322
4606,39,Alankruta Abhijeet Awade-Bichukale,0,BARAMATI,Post Graduate,IND,MAHARASHTRA,No,2019,0,442102
4607,58,Dashrath Nana Raut,0,BARAMATI,8th Pass,Bharatiya Praja Surajya Paksha,MAHARASHTRA,No,2019,0,815000
4608,45,Deepak Shantaram Watvisave,0,BARAMATI,Doctorate,IND,MAHARASHTRA,No,2019,2690000,51484500
4609,44,Khan Aejaz Ahemad,1,AURANGABAD,12th Pass,IND,MAHARASHTRA,No,2019,0,1028150
4610,60,Kunjbihari Jugalkishor Agrawal,5,AURANGABAD,Graduate,Pragatishil Samajwadi Party (Lohia),MAHARASHTRA,No,2019,6174351,39193159
4611,47,Dr. Balasaheb Arjun Pol,3,BARAMATI,Graduate Professional,IND,MAHARASHTRA,No,2019,283000,204055
4612,48,Hemant Baburao Kolekar Patil,1,BARAMATI,8th Pass,IND,MAHARASHTRA,No,2019,900000,50595000
4613,48,Kurangal Sanjay Baburao,0,AURANGABAD,10th Pass,IND,MAHARASHTRA,No,2019,25289,2245929
4614,62,Madhukar Bansi Magare,0,AURANGABAD,Graduate,Peoples Party of India (Democratic),MAHARASHTRA,No,2019,2440135,9211318
4615,34,Kanchan Rahul Kul,0,BARAMATI,Graduate,BJP,MAHARASHTRA,No,2019,2250279,47572790
4616,41,Mangesh Nilkanth Vanshiv,0,BARAMATI,Post Graduate,BSP,MAHARASHTRA,No,2019,0,5775000
4617,43,Padalkar Navanath Vishnu,1,BARAMATI,Post Graduate,Vanchit Bahujan Aaghadi,MAHARASHTRA,No,2019,3700190,4980257
4618,38,Sanjay Shinde,0,BARAMATI,12th Pass,Bahujan Mukti Party,MAHARASHTRA,No,2019,15000,35722
4619,43,Mahamad Jakir Abdul Kadar,0,AURANGABAD,12th Pass,Bharat Prabhat Party,MAHARASHTRA,No,2019,0,229500
4620,35,Savita Bhimrao Kadale,0,BARAMATI,Literate,Hindustan Janta Party,MAHARASHTRA,No,2019,0,3350000
4621,54,Shivaji Rambhau Nandkhile,2,BARAMATI,Illiterate,IND,MAHARASHTRA,No,2019,1740000,23790000
4622,29,Mohammad Mohasin,0,AURANGABAD,10th Pass,Navbharat Nirman Party,MAHARASHTRA,No,2019,0,40000
4623,72,Suresh Baburao Veer,0,BARAMATI,10th Pass,IND,MAHARASHTRA,No,2019,138000,3694590
4624,46,Ulhas Mugut Chormale,0,BARAMATI,10th Pass,IND,MAHARASHTRA,No,2019,0,3914944
4625,40,Vijaynath Ramchandra Chandere,0,BARAMATI,Post Graduate,IND,MAHARASHTRA,No,2019,105775,3732391
4626,57,Vishvanath Sitaram Gargade,0,BARAMATI,10th Pass,IND,MAHARASHTRA,No,2019,75000,161600
